person,project,time_start,time_end,duration
Frodo Baggins,Project b,2015-06-03T04:23:10Z,2015-06-03T04:34:10Z,1
Frodo Baggins,Project b,2015-06-04T12:22:23Z,2015-06-04T13:12:23Z,1
Frodo Baggins,Project b,2015-06-04T18:28:22Z,2015-06-04T19:50:22Z,2
Frodo Baggins,Project b,2015-06-04T22:28:04Z,2015-06-04T22:39:04Z,1
Frodo Baggins,Project b,2015-06-07T02:22:05Z,2015-06-07T03:37:05Z,2
Frodo Baggins,Project b,2015-06-07T09:40:50Z,2015-06-07T10:40:50Z,1
Frodo Baggins,Project b,2015-06-30T05:53:02Z,2015-06-30T09:23:02Z,4
Frodo Baggins,Project a,2015-07-02T10:41:25Z,2015-07-02T13:31:25Z,3
Frodo Baggins,Project a,2015-07-04T13:52:59Z,2015-07-04T17:00:59Z,4
Frodo Baggins,Project b,2015-07-04T22:16:20Z,2015-07-05T01:50:20Z,4
Frodo Baggins,Project b,2015-07-07T13:59:37Z,2015-07-07T14:50:37Z,1
Frodo Baggins,Project b,2015-07-08T20:19:49Z,2015-07-08T20:56:49Z,1
Frodo Baggins,Project b,2015-07-17T07:59:07Z,2015-07-17T11:50:07Z,4
Frodo Baggins,Project b,2015-07-17T20:39:47Z,2015-07-17T21:35:47Z,1
Frodo Baggins,Project b,2015-07-18T00:25:45Z,2015-07-18T02:51:45Z,3
Frodo Baggins,Project b,2015-07-19T21:21:52Z,2015-07-19T22:29:52Z,2
Frodo Baggins,Project b,2015-07-19T23:46:43Z,2015-07-19T23:59:43Z,1
Frodo Baggins,Project b,2015-07-21T15:34:36Z,2015-07-21T19:16:36Z,4
Frodo Baggins,Project b,2015-07-22T00:30:16Z,2015-07-22T04:05:16Z,4
Frodo Baggins,Project b,2015-07-22T08:09:18Z,2015-07-22T08:55:18Z,1
Frodo Baggins,Project b,2015-07-23T18:19:51Z,2015-07-23T18:35:51Z,1
Frodo Baggins,Project b,2015-07-23T18:52:51Z,2015-07-23T19:38:51Z,1
Frodo Baggins,Project b,2015-07-23T20:30:24Z,2015-07-23T23:25:24Z,3
Frodo Baggins,Project b,2015-07-24T03:59:45Z,2015-07-24T04:44:45Z,1
Frodo Baggins,Project b,2015-07-24T09:25:48Z,2015-07-24T10:19:48Z,1
Frodo Baggins,Project b,2015-07-30T14:51:46Z,2015-07-30T15:43:46Z,1
Frodo Baggins,Project b,2015-08-01T18:36:16Z,2015-08-01T20:39:16Z,3
Frodo Baggins,Project b,2015-08-02T01:31:28Z,2015-08-02T01:49:28Z,1
Frodo Baggins,Project b,2015-08-06T03:01:20Z,2015-08-06T06:08:20Z,4
Frodo Baggins,Project b,2015-08-06T10:18:32Z,2015-08-06T10:40:32Z,1
Frodo Baggins,Project b,2015-08-07T20:29:29Z,2015-08-07T23:05:29Z,3
Frodo Baggins,Project b,2015-08-14T19:34:36Z,2015-08-14T20:52:36Z,2
Frodo Baggins,Project b,2015-08-16T08:19:38Z,2015-08-16T12:34:38Z,5
Frodo Baggins,Project b,2015-08-16T18:33:52Z,2015-08-16T21:57:52Z,4
Frodo Baggins,Project b,2015-08-18T21:33:43Z,2015-08-18T22:51:43Z,2
Frodo Baggins,Project b,2015-08-19T00:19:03Z,2015-08-19T02:07:03Z,2
Frodo Baggins,Project b,2015-08-20T14:10:43Z,2015-08-20T18:11:43Z,5
Frodo Baggins,Project b,2015-08-21T01:03:54Z,2015-08-21T01:43:54Z,1
Frodo Baggins,Project b,2015-08-21T02:28:48Z,2015-08-21T05:52:48Z,4
Frodo Baggins,Project b,2015-08-23T00:36:28Z,2015-08-23T01:20:28Z,1
Frodo Baggins,Project b,2015-08-29T13:48:57Z,2015-08-29T16:13:57Z,3
Frodo Baggins,Project b,2015-08-29T18:57:56Z,2015-08-29T19:13:56Z,1
Frodo Baggins,Project b,2015-08-29T19:30:45Z,2015-08-29T20:02:45Z,1
Frodo Baggins,Project b,2015-08-31T16:55:58Z,2015-08-31T17:32:58Z,1
Frodo Baggins,Project b,2015-08-31T18:14:28Z,2015-08-31T23:18:28Z,6
Frodo Baggins,Project b,2015-09-02T20:36:41Z,2015-09-03T00:18:41Z,4
Frodo Baggins,Project b,2015-09-04T23:13:26Z,2015-09-05T03:22:26Z,5
Frodo Baggins,Project b,2015-09-13T02:48:20Z,2015-09-13T05:36:20Z,3
Frodo Baggins,Project b,2015-09-13T14:25:14Z,2015-09-13T17:17:14Z,3
Frodo Baggins,Project b,2015-09-15T21:21:10Z,2015-09-15T23:14:10Z,2
Frodo Baggins,Project b,2015-09-18T00:14:27Z,2015-09-18T02:22:27Z,3
Frodo Baggins,Project b,2015-09-21T21:31:52Z,2015-09-21T22:22:52Z,1
Frodo Baggins,Project b,2015-09-22T03:16:35Z,2015-09-22T03:43:35Z,1
Frodo Baggins,Project b,2015-09-28T06:29:13Z,2015-09-28T07:15:13Z,1
Frodo Baggins,Project b,2015-09-28T19:37:38Z,2015-09-28T20:37:38Z,1
Frodo Baggins,Project b,2015-09-30T09:12:36Z,2015-09-30T11:40:36Z,3
Frodo Baggins,Project b,2015-09-30T15:33:34Z,2015-09-30T17:28:34Z,2
Frodo Baggins,Project b,2015-10-02T08:51:56Z,2015-10-02T09:29:56Z,1
Frodo Baggins,Project a,2015-10-02T10:11:46Z,2015-10-02T14:04:46Z,4
Frodo Baggins,Project b,2015-10-04T21:23:37Z,2015-10-04T21:36:37Z,1
Frodo Baggins,Project b,2015-10-06T16:16:46Z,2015-10-06T20:14:46Z,4
Frodo Baggins,Project b,2015-10-13T04:08:34Z,2015-10-13T07:35:34Z,4
Frodo Baggins,Project b,2015-10-15T12:26:35Z,2015-10-15T13:04:35Z,1
Frodo Baggins,Project b,2015-10-15T14:54:05Z,2015-10-15T15:49:05Z,1
Frodo Baggins,Project a,2015-10-15T17:51:09Z,2015-10-15T21:45:09Z,4
Frodo Baggins,Project a,2015-10-17T19:22:25Z,2015-10-17T21:57:25Z,3
Frodo Baggins,Project b,2015-10-19T12:23:40Z,2015-10-19T15:22:40Z,3
Frodo Baggins,Project b,2015-10-21T14:52:05Z,2015-10-21T18:14:05Z,4
Frodo Baggins,Project b,2015-10-28T01:17:06Z,2015-10-28T03:44:06Z,3
Frodo Baggins,Project b,2015-10-28T11:31:50Z,2015-10-28T14:28:50Z,3
Frodo Baggins,Project b,2015-10-30T04:43:18Z,2015-10-30T08:51:18Z,5
Frodo Baggins,Project b,2015-11-01T19:42:02Z,2015-11-01T20:42:02Z,1
Frodo Baggins,Project b,2015-11-03T11:01:27Z,2015-11-03T11:58:27Z,1
Frodo Baggins,Project b,2015-11-03T13:34:33Z,2015-11-03T14:40:33Z,2
Frodo Baggins,Project b,2015-11-05T19:43:16Z,2015-11-05T21:25:16Z,2
Frodo Baggins,Project b,2015-11-06T00:29:20Z,2015-11-06T00:50:20Z,1
Frodo Baggins,Project b,2015-11-12T12:48:56Z,2015-11-12T13:32:56Z,1
Frodo Baggins,Project b,2015-11-14T14:32:00Z,2015-11-14T15:00:00Z,1
Frodo Baggins,Project b,2015-11-14T15:30:49Z,2015-11-14T17:27:49Z,2
Frodo Baggins,Project b,2015-11-14T19:40:16Z,2015-11-14T21:01:16Z,2
Frodo Baggins,Project b,2015-11-16T09:26:46Z,2015-11-16T12:43:46Z,4
Frodo Baggins,Project b,2015-11-16T17:40:18Z,2015-11-16T20:57:18Z,4
Frodo Baggins,Project b,2015-11-18T20:27:47Z,2015-11-18T23:56:47Z,4
Frodo Baggins,Project b,2015-11-20T14:22:52Z,2015-11-20T15:25:52Z,2
Frodo Baggins,Project a,2015-11-20T16:38:02Z,2015-11-20T19:42:02Z,4
Frodo Baggins,Project a,2015-11-20T23:59:18Z,2015-11-21T02:44:18Z,3
Frodo Baggins,Project b,2015-11-27T05:36:26Z,2015-11-27T06:15:26Z,1
Frodo Baggins,Project b,2015-11-27T11:05:08Z,2015-11-27T14:35:08Z,4
Frodo Baggins,Project b,2015-11-29T06:15:45Z,2015-11-29T08:23:45Z,3
Frodo Baggins,Project b,2015-11-29T10:56:03Z,2015-11-29T11:54:03Z,1
Frodo Baggins,Project b,2015-11-29T18:02:45Z,2015-11-29T20:29:45Z,3
Frodo Baggins,Project b,2015-12-01T06:24:59Z,2015-12-01T06:56:59Z,1
Frodo Baggins,Project b,2015-12-01T20:52:08Z,2015-12-01T21:09:08Z,1
Frodo Baggins,Project b,2015-12-03T10:55:23Z,2015-12-03T12:07:23Z,2
Frodo Baggins,Project b,2015-12-03T13:28:48Z,2015-12-03T16:24:48Z,3
Frodo Baggins,Project b,2015-12-03T21:18:12Z,2015-12-03T22:55:12Z,2
Frodo Baggins,Project a,2015-12-04T00:45:01Z,2015-12-04T03:49:01Z,4
Frodo Baggins,Project a,2015-12-05T13:45:36Z,2015-12-05T17:38:36Z,4
Frodo Baggins,Project a,2015-12-06T06:36:58Z,2015-12-06T07:30:58Z,1
Frodo Baggins,Project b,2015-12-12T15:19:49Z,2015-12-12T17:22:49Z,3
Frodo Baggins,Project b,2015-12-14T03:03:11Z,2015-12-14T05:07:11Z,3
Frodo Baggins,Project b,2015-12-14T13:12:15Z,2015-12-14T13:33:15Z,1
Frodo Baggins,Project b,2015-12-14T15:40:47Z,2015-12-14T17:25:47Z,2
Frodo Baggins,Project b,2015-12-16T05:52:34Z,2015-12-16T10:35:34Z,5
Frodo Baggins,Project b,2015-12-16T16:32:34Z,2015-12-16T20:42:34Z,5
Frodo Baggins,Project b,2015-12-18T10:24:32Z,2015-12-18T13:25:32Z,4
Frodo Baggins,Project a,2015-12-19T01:18:07Z,2015-12-19T03:14:07Z,2
Frodo Baggins,Project b,2015-12-26T20:42:16Z,2015-12-27T00:59:16Z,5
Frodo Baggins,Project b,2015-12-29T02:35:28Z,2015-12-29T06:05:28Z,4
Frodo Baggins,Project b,2015-12-29T10:56:53Z,2015-12-29T12:16:53Z,2
Frodo Baggins,Project b,2015-12-29T14:16:55Z,2015-12-29T17:30:55Z,4
Frodo Baggins,Project b,2015-12-31T14:01:36Z,2015-12-31T15:18:36Z,2
Frodo Baggins,Project b,2015-12-31T16:44:26Z,2015-12-31T16:52:26Z,1
Frodo Baggins,Project b,2015-12-31T17:00:00Z,2015-12-31T20:27:00Z,4
Gandalf,Project a,2010-01-01T10:00:00Z,2010-01-01T11:15:00Z,2
Gandalf,Project c,2010-01-01T13:00:10Z,2010-01-01T13:01:10Z,1
Gandalf,Project b,2010-01-02T07:10:29Z,2010-01-02T07:11:29Z,1
Gandalf,Project b,2010-01-04T23:54:17Z,2010-01-05T01:54:17Z,2
Gandalf,Project b,2010-01-06T21:55:37Z,2010-01-06T23:55:37Z,2
Gandalf,Project b,2010-01-07T22:42:12Z,2010-01-08T02:42:12Z,4
Gandalf,Project b,2010-01-10T09:44:49Z,2010-01-10T10:14:49Z,1
Gandalf,Project b,2010-01-11T10:14:18Z,2010-01-11T14:14:18Z,4
Gandalf,Project b,2010-01-12T08:17:31Z,2010-01-12T12:17:31Z,4
Gandalf,Project b,2010-01-13T10:53:11Z,2010-01-13T14:53:11Z,4
Gandalf,Project b,2010-01-14T08:59:47Z,2010-01-14T12:59:47Z,4
Gandalf,Project b,2010-01-19T19:47:14Z,2010-01-19T20:17:14Z,1
Gandalf,Project b,2010-01-25T02:43:11Z,2010-01-25T10:43:11Z,8
Gandalf,Project a,2010-01-26T08:37:06Z,2010-01-26T09:37:06Z,1
Gandalf,Project b,2010-02-17T22:47:25Z,2010-02-18T06:47:25Z,8
Gandalf,Project b,2010-02-20T16:53:47Z,2010-02-21T00:53:47Z,8
Gandalf,Project b,2010-02-24T09:02:17Z,2010-02-24T17:02:17Z,8
Gandalf,Project b,2010-02-26T05:06:32Z,2010-02-26T13:06:32Z,8
Gandalf,Project b,2010-02-27T03:08:39Z,2010-02-27T11:08:39Z,8
Gandalf,Project b,2010-03-02T19:17:09Z,2010-03-03T03:17:09Z,8
Gandalf,Project c,2010-03-03T17:19:16Z,2010-03-04T01:19:16Z,8
Gandalf,Project c,2010-03-04T15:21:24Z,2010-03-04T23:21:24Z,8
Gandalf,Project b,2010-03-05T13:23:31Z,2010-03-05T21:23:31Z,8
Gandalf,Project c,2010-03-11T01:36:16Z,2010-03-11T09:36:16Z,8
Gandalf,Project c,2010-03-12T21:40:30Z,2010-03-13T05:40:30Z,8
Gandalf,Project c,2010-03-15T15:46:53Z,2010-03-15T23:46:53Z,8
Gandalf,Project c,2010-03-16T13:49:00Z,2010-03-16T21:49:00Z,8
Gandalf,Project c,2010-03-17T11:51:07Z,2010-03-17T15:51:07Z,4
Gandalf,Project c,2010-03-19T11:35:43Z,2010-03-19T15:35:43Z,4
Gandalf,Project c,2010-03-25T18:10:14Z,2010-03-26T02:10:14Z,8
Gandalf,Project c,2010-03-29T10:18:44Z,2010-03-29T18:18:44Z,8
Gandalf,Project c,2010-03-31T06:22:58Z,2010-03-31T14:22:58Z,8
Gandalf,Project c,2010-04-03T22:31:28Z,2010-04-04T02:31:28Z,4
Gandalf,Project c,2010-04-04T02:11:49Z,2010-04-04T04:11:49Z,2
Gandalf,Project a,2010-04-04T04:02:00Z,2010-04-04T06:02:00Z,2
Gandalf,Project c,2010-04-04T20:33:35Z,2010-04-04T21:33:35Z,1
Gandalf,Project c,2010-04-04T21:28:41Z,2010-04-04T22:28:41Z,1
Gandalf,Project b,2010-04-05T02:04:07Z,2010-04-05T06:04:07Z,4
Gandalf,Project c,2010-04-10T08:46:20Z,2010-04-10T16:46:20Z,8
Gandalf,Project a,2010-04-11T07:43:33Z,2010-04-11T08:43:33Z,1
Gandalf,Project c,2010-04-11T08:38:38Z,2010-04-11T11:38:38Z,3
Gandalf,Project c,2010-04-16T19:01:12Z,2010-04-16T21:01:12Z,2
Gandalf,Project c,2010-04-17T17:03:19Z,2010-04-17T18:03:19Z,1
Gandalf,Project b,2010-04-17T17:03:19Z,2010-04-18T01:03:19Z,8
Gandalf,Project c,2010-04-19T16:47:55Z,2010-04-19T20:47:55Z,4
Gandalf,Project c,2010-04-20T11:09:41Z,2010-04-20T12:09:41Z,1
Gandalf,Project b,2010-04-23T08:56:25Z,2010-04-23T12:56:25Z,4
Gandalf,Project c,2010-04-24T03:18:11Z,2010-04-24T04:18:11Z,1
Gandalf,Project b,2010-04-24T04:13:16Z,2010-04-24T08:13:16Z,4
Gandalf,Project c,2010-04-24T07:53:37Z,2010-04-24T10:53:37Z,3
Gandalf,Project c,2010-05-13T10:02:46Z,2010-05-13T18:02:46Z,8
Gandalf,Project c,2010-05-20T18:19:46Z,2010-05-21T02:19:46Z,8
Gandalf,Project c,2010-05-22T14:24:00Z,2010-05-22T22:24:00Z,8
Gandalf,Project b,2010-05-26T06:32:30Z,2010-05-26T14:32:30Z,8
Gandalf,Project c,2010-05-29T00:38:52Z,2010-05-29T02:38:52Z,2
Gandalf,Project b,2010-06-01T16:47:22Z,2010-06-02T00:47:22Z,8
Gandalf,Project b,2010-06-07T08:40:28Z,2010-06-07T12:40:28Z,4
Gandalf,Project b,2010-06-08T04:52:24Z,2010-06-08T10:52:24Z,6
Gandalf,Project b,2010-06-09T23:06:29Z,2010-06-10T07:06:29Z,8
Gandalf,Project b,2010-06-15T11:19:13Z,2010-06-15T19:19:13Z,8
Gandalf,Project c,2010-06-16T13:01:42Z,2010-06-16T17:01:42Z,4
Gandalf,Project c,2010-06-20T23:31:57Z,2010-06-21T07:31:57Z,8
Gandalf,Project b,2010-06-21T21:34:05Z,2010-06-22T05:34:05Z,8
Gandalf,Project c,2010-06-22T19:36:12Z,2010-06-22T23:36:12Z,4
Gandalf,Project b,2010-06-22T23:16:33Z,2010-06-23T03:16:33Z,4
Gandalf,Project c,2010-06-27T09:46:49Z,2010-06-27T13:46:49Z,4
Gandalf,Project c,2010-06-28T07:48:57Z,2010-06-28T15:48:57Z,8
Gandalf,Project b,2010-06-29T09:31:25Z,2010-06-29T13:31:25Z,4
Gandalf,Project c,2010-06-30T03:53:11Z,2010-06-30T07:53:11Z,4
Gandalf,Project c,2010-06-30T07:33:33Z,2010-06-30T11:33:33Z,4
Gandalf,Project b,2010-07-03T23:42:02Z,2010-07-04T03:42:02Z,4
Gandalf,Project b,2010-07-05T19:46:17Z,2010-07-05T23:46:17Z,4
Gandalf,Project b,2010-07-09T13:44:57Z,2010-07-09T15:44:57Z,2
Gandalf,Project b,2010-07-12T04:10:58Z,2010-07-12T10:10:58Z,6
Gandalf,Project b,2010-07-13T00:22:55Z,2010-07-13T08:22:55Z,8
Gandalf,Project c,2010-07-16T15:36:19Z,2010-07-16T17:36:19Z,2
Gandalf,Project b,2010-07-18T12:35:39Z,2010-07-18T20:35:39Z,8
Gandalf,Project b,2010-07-19T10:37:47Z,2010-07-19T18:37:47Z,8
Gandalf,Project b,2010-07-24T00:48:24Z,2010-07-24T08:48:24Z,8
Gandalf,Project b,2010-07-25T02:30:53Z,2010-07-25T06:30:53Z,4
Gandalf,Project c,2010-07-25T20:52:39Z,2010-07-26T04:52:39Z,8
Gandalf,Project c,2010-07-29T13:01:08Z,2010-07-29T15:01:08Z,2
Gandalf,Project c,2010-07-30T11:03:16Z,2010-07-30T15:03:16Z,4
Gandalf,Project c,2010-07-30T14:43:37Z,2010-07-30T18:43:37Z,4
Gandalf,Project c,2010-07-31T09:05:23Z,2010-07-31T17:05:23Z,8
Gandalf,Project c,2010-08-05T21:18:08Z,2010-08-06T01:18:08Z,4
Gandalf,Project b,2010-08-06T00:58:29Z,2010-08-06T04:58:29Z,4
Gandalf,Project c,2010-08-06T19:20:15Z,2010-08-07T03:20:15Z,8
Gandalf,Project c,2010-08-11T14:06:18Z,2010-08-11T16:06:18Z,2
Gandalf,Project c,2010-08-13T04:40:01Z,2010-08-13T08:40:01Z,4
Gandalf,Project c,2010-08-14T08:12:41Z,2010-08-14T10:12:41Z,2
Gandalf,Project b,2010-08-17T20:40:49Z,2010-08-17T22:40:49Z,2
Gandalf,Project c,2010-08-18T18:42:56Z,2010-08-18T22:42:56Z,4
Gandalf,Project c,2010-08-24T06:55:41Z,2010-08-24T08:55:41Z,2
Gandalf,Project c,2010-08-24T08:45:52Z,2010-08-24T10:45:52Z,2
Gandalf,Project b,2010-08-24T10:36:02Z,2010-08-24T16:36:02Z,6
Gandalf,Project b,2010-08-25T04:57:48Z,2010-08-25T12:57:48Z,8
Gandalf,Project b,2010-08-29T23:43:52Z,2010-08-30T02:43:52Z,3
Gandalf,Project c,2010-09-01T13:14:48Z,2010-09-01T21:14:48Z,8
Gandalf,Project c,2010-09-02T11:16:55Z,2010-09-02T19:16:55Z,8
Gandalf,Project c,2010-09-05T04:28:12Z,2010-09-05T06:28:12Z,2
Gandalf,Project c,2010-09-05T12:44:00Z,2010-09-05T14:44:00Z,2
Gandalf,Project c,2010-09-06T02:30:19Z,2010-09-06T04:30:19Z,2
Gandalf,Project c,2010-09-06T07:05:46Z,2010-09-06T11:05:46Z,4
Gandalf,Project c,2010-09-07T00:32:27Z,2010-09-07T04:32:27Z,4
Gandalf,Project c,2010-09-08T03:10:01Z,2010-09-08T09:10:01Z,6
Gandalf,Project c,2010-09-08T21:31:47Z,2010-09-09T05:31:47Z,8
Gandalf,Project c,2010-09-13T11:42:24Z,2010-09-13T19:42:24Z,8
Gandalf,Project c,2010-09-15T07:46:39Z,2010-09-15T13:46:39Z,6
Gandalf,Project a,2010-09-15T07:46:39Z,2010-09-15T09:46:39Z,2
Gandalf,Project c,2010-09-15T13:17:10Z,2010-09-15T14:17:10Z,1
Gandalf,Project c,2010-09-18T03:43:11Z,2010-09-18T07:43:11Z,4
Gandalf,Project b,2010-09-18T07:23:33Z,2010-09-18T08:23:33Z,1
Gandalf,Project b,2010-09-18T08:18:38Z,2010-09-18T09:18:38Z,1
Gandalf,Project b,2010-09-19T03:35:29Z,2010-09-19T07:35:29Z,4
Gandalf,Project b,2010-09-19T21:57:16Z,2010-09-20T01:57:16Z,4
Gandalf,Project b,2010-09-20T01:37:37Z,2010-09-20T02:37:37Z,1
Gandalf,Project c,2010-09-21T00:21:03Z,2010-09-21T04:21:03Z,4
Gandalf,Project c,2010-09-21T17:06:25Z,2010-09-21T20:06:25Z,3
Gandalf,Project c,2010-09-25T13:50:21Z,2010-09-25T15:50:21Z,2
Gandalf,Project c,2010-09-26T18:18:06Z,2010-09-26T20:18:06Z,2
Gandalf,Project b,2010-09-27T10:49:41Z,2010-09-27T14:49:41Z,4
Gandalf,Project c,2010-09-28T08:51:49Z,2010-09-28T12:51:49Z,4
Gandalf,Project b,2010-10-02T00:05:13Z,2010-10-02T04:05:13Z,4
Gandalf,Project c,2010-10-02T18:26:59Z,2010-10-02T22:26:59Z,4
Gandalf,Project c,2010-10-02T22:07:20Z,2010-10-03T00:07:20Z,2
Gandalf,Project b,2010-10-02T23:02:26Z,2010-10-03T03:02:26Z,4
Gandalf,Project b,2010-10-03T22:54:44Z,2010-10-04T00:54:44Z,2
Gandalf,Project b,2010-10-04T14:31:14Z,2010-10-04T16:31:14Z,2
Gandalf,Project c,2010-10-14T20:34:57Z,2010-10-15T00:34:57Z,4
Gandalf,Project b,2010-10-15T14:56:43Z,2010-10-15T16:56:43Z,2
Gandalf,Project b,2010-10-16T16:39:12Z,2010-10-16T20:39:12Z,4
Gandalf,Project c,2010-10-17T11:00:58Z,2010-10-17T15:00:58Z,4
Gandalf,Project c,2010-10-20T05:07:20Z,2010-10-20T07:07:20Z,2
Gandalf,Project c,2010-10-20T16:08:24Z,2010-10-20T18:08:24Z,2
Gandalf,Project c,2010-10-21T03:09:27Z,2010-10-21T07:09:27Z,4
Gandalf,Project c,2010-10-22T09:27:23Z,2010-10-22T11:27:23Z,2
Gandalf,Project b,2010-10-22T23:13:42Z,2010-10-23T01:13:42Z,2
Gandalf,Project c,2010-10-23T03:49:09Z,2010-10-23T07:49:09Z,4
Gandalf,Project b,2010-10-23T21:15:50Z,2010-10-23T22:15:50Z,1
Gandalf,Project b,2010-10-24T06:26:43Z,2010-10-24T07:26:43Z,1
Gandalf,Project c,2010-10-26T15:22:12Z,2010-10-26T19:22:12Z,4
Gandalf,Project c,2010-10-26T19:02:33Z,2010-10-26T21:02:33Z,2
Gandalf,Project b,2010-10-26T20:52:44Z,2010-10-26T22:52:44Z,2
Gandalf,Project b,2010-10-27T18:54:51Z,2010-10-27T20:54:51Z,2
Gandalf,Project b,2010-10-28T15:06:48Z,2010-10-28T19:06:48Z,4
Gandalf,Project b,2010-10-29T13:08:55Z,2010-10-29T17:08:55Z,4
Gandalf,Project b,2010-10-30T11:11:03Z,2010-10-30T15:11:03Z,4
Gandalf,Project b,2010-11-02T06:12:30Z,2010-11-02T10:12:30Z,4
Gandalf,Project c,2010-11-02T23:39:11Z,2010-11-03T03:39:11Z,4
Gandalf,Project c,2010-11-03T03:19:32Z,2010-11-03T05:19:32Z,2
Gandalf,Project c,2010-11-03T21:41:18Z,2010-11-04T03:41:18Z,6
Gandalf,Project b,2010-11-08T10:56:50Z,2010-11-08T12:56:50Z,2
Gandalf,Project b,2010-11-08T20:35:16Z,2010-11-08T21:35:16Z,1
Gandalf,Project c,2010-11-09T08:58:57Z,2010-11-09T12:58:57Z,4
Gandalf,Project c,2010-11-09T12:39:19Z,2010-11-09T16:39:19Z,4
Gandalf,Project b,2010-11-10T07:01:05Z,2010-11-10T11:01:05Z,4
Gandalf,Project c,2010-11-10T10:41:26Z,2010-11-10T14:41:26Z,4
Gandalf,Project c,2010-11-11T05:58:18Z,2010-11-11T07:58:18Z,2
Gandalf,Project c,2010-11-11T12:23:55Z,2010-11-11T14:23:55Z,2
Gandalf,Project c,2010-11-15T09:07:51Z,2010-11-15T11:07:51Z,2
Gandalf,Project c,2010-11-15T20:08:55Z,2010-11-16T00:08:55Z,4
Gandalf,Project c,2010-11-16T02:34:32Z,2010-11-16T04:34:32Z,2
Gandalf,Project a,2010-11-16T18:11:02Z,2010-11-16T21:11:02Z,3
Gandalf,Project b,2010-11-16T22:46:29Z,2010-11-17T00:46:29Z,2
Gandalf,Project c,2010-11-17T00:36:39Z,2010-11-17T03:36:39Z,3
Gandalf,Project c,2010-11-17T16:13:09Z,2010-11-17T18:13:09Z,2
Gandalf,Project b,2010-11-22T06:23:46Z,2010-11-22T07:23:46Z,1
Gandalf,Project c,2010-11-22T07:18:52Z,2010-11-22T09:18:52Z,2
Gandalf,Project c,2010-11-22T10:04:08Z,2010-11-22T15:04:08Z,5
Gandalf,Project b,2010-11-23T13:36:47Z,2010-11-23T14:36:47Z,1
Gandalf,Project c,2010-11-24T04:18:12Z,2010-11-24T06:18:12Z,2
Gandalf,Project c,2010-11-25T05:05:35Z,2010-11-25T09:05:35Z,4
Gandalf,Project c,2010-11-27T18:36:31Z,2010-11-28T02:36:31Z,8
Gandalf,Project c,2010-11-28T16:38:38Z,2010-11-28T17:38:38Z,1
Gandalf,Project c,2010-11-28T21:14:05Z,2010-11-28T22:14:05Z,1
Gandalf,Project c,2010-11-30T16:23:14Z,2010-11-30T18:23:14Z,2
Gandalf,Project a,2010-12-01T11:40:06Z,2010-12-01T12:40:06Z,1
Gandalf,Project c,2010-12-01T17:10:38Z,2010-12-01T21:10:38Z,4
Gandalf,Project c,2010-12-04T04:51:23Z,2010-12-04T10:51:23Z,6
Gandalf,Project c,2010-12-05T02:53:30Z,2010-12-05T03:53:30Z,1
Gandalf,Project b,2010-12-10T15:06:15Z,2010-12-10T18:06:15Z,3
Gandalf,Project b,2010-12-10T17:51:30Z,2010-12-10T20:51:30Z,3
Gandalf,Project c,2010-12-11T13:08:22Z,2010-12-11T15:08:22Z,2
Gandalf,Project c,2010-12-12T11:10:29Z,2010-12-12T14:10:29Z,3
Gandalf,Project c,2010-12-13T09:12:37Z,2010-12-13T17:12:37Z,8
Gandalf,Project c,2010-12-14T07:14:44Z,2010-12-14T15:14:44Z,8
Gandalf,Project a,2010-12-17T10:31:59Z,2010-12-17T12:01:59Z,2
Gandalf,Project c,2010-12-17T23:23:14Z,2010-12-18T03:23:14Z,4
Gandalf,Project b,2010-12-18T04:53:46Z,2010-12-18T06:53:46Z,2
Gandalf,Project b,2010-12-19T00:51:56Z,2010-12-19T01:51:56Z,1
Gandalf,Project a,2010-12-19T19:55:01Z,2010-12-19T21:55:01Z,2
Gandalf,Project b,2010-12-19T21:45:12Z,2010-12-19T22:45:12Z,1
Gandalf,Project a,2010-12-20T17:29:36Z,2010-12-20T18:59:36Z,2
Gandalf,Project c,2010-12-24T09:38:06Z,2010-12-24T13:38:06Z,4
Gandalf,Project a,2010-12-25T07:26:27Z,2010-12-25T09:26:27Z,2
Gandalf,Project c,2010-12-25T10:11:43Z,2010-12-25T15:11:43Z,5
Gandalf,Project a,2010-12-26T10:17:47Z,2010-12-26T13:17:47Z,3
Gandalf,Project a,2010-12-27T03:44:28Z,2010-12-27T06:44:28Z,3
Gandalf,Project c,2010-12-29T20:55:45Z,2010-12-30T04:55:45Z,8
Gandalf,Project b,2011-01-02T07:10:29Z,2011-01-02T07:11:29Z,1
Gandalf,Project a,2011-01-03T23:57:40Z,2011-01-04T00:57:40Z,1
Gandalf,Project b,2011-01-04T23:54:17Z,2011-01-05T01:54:17Z,2
Gandalf,Project b,2011-01-07T22:42:12Z,2011-01-08T02:42:12Z,4
Gandalf,Project b,2011-01-11T10:14:18Z,2011-01-11T14:14:18Z,4
Gandalf,Project b,2011-01-12T08:17:31Z,2011-01-12T12:17:31Z,4
Gandalf,Project b,2011-01-19T19:47:14Z,2011-01-19T20:17:14Z,1
Gandalf,Project b,2011-01-19T20:56:24Z,2011-01-19T22:56:24Z,2
Gandalf,Project b,2011-01-24T07:51:25Z,2011-01-24T15:51:25Z,8
Gandalf,Project b,2011-01-25T02:43:11Z,2011-01-25T10:43:11Z,8
